scenario,torque_loss_pct,source_x,source_y,t1,t2,t3,t4,t5,t6
full_loose,100,0.150433,0.164832,45.585605,30.613663,44.139938,38.488838,33.932806,40.178571
full_loose,100,0.150800,0.153070,47.610693,30.027647,43.528847,37.916156,28.045122,42.740497
full_loose,100,0.124624,0.134379,41.412511,28.016721,48.339137,50.166199,38.392983,41.277184
full_loose,100,0.151548,0.164065,51.840257,31.358366,41.952369,36.627096,34.181743,43.174444
full_loose,100,0.174907,0.160632,46.492880,36.257282,42.781991,43.353329,23.671816,43.932446
full_loose,100,0.151352,0.137755,39.543544,21.631189,43.713634,43.197751,34.669112,51.455509
full_loose,100,0.138599,0.161192,41.457400,31.055504,45.977526,45.537708,26.154913,37.338416
full_loose,100,0.135837,0.163261,45.647776,33.910727,40.170760,39.054232,31.997850,39.754041
full_loose,100,0.134480,0.157147,39.080021,31.071081,45.687145,45.935462,24.663945,36.715768
full_loose,100,0.160653,0.125402,41.579148,24.871314,39.208773,40.988997,36.055828,50.727270
full_loose,100,0.137360,0.176498,46.190528,35.807399,47.713744,38.338739,24.613368,40.722588
full_loose,100,0.151417,0.121969,38.529071,21.725957,36.969779,46.980219,34.486861,48.198677
full_loose,100,0.160919,0.145641,44.976398,31.876857,44.547154,44.542536,28.146255,41.886068
full_loose,100,0.135955,0.127600,37.063738,24.320573,38.150584,46.270082,33.170712,41.896021
full_loose,100,0.139508,0.154803,40.730563,34.566902,45.194397,50.700554,29.626729,39.401232
full_loose,100,0.149602,0.121331,38.536176,25.035901,39.953366,52.938613,33.197833,49.183212
full_loose,100,0.129162,0.155645,41.074748,26.693410,48.533719,48.535003,26.598768,38.713989
full_loose,100,0.135055,0.158911,36.533725,28.145996,48.952111,42.011729,25.049264,39.750442
full_loose,100,0.138262,0.148119,38.957164,28.304299,46.080776,40.889102,27.750603,41.539738
full_loose,100,0.148654,0.152969,45.568621,34.309540,41.042082,45.013331,27.054929,47.295418
full_loose,100,0.161847,0.159100,41.989057,35.893538,40.172779,45.505757,30.053376,39.869126
full_loose,100,0.125326,0.164623,39.813187,35.635883,51.162760,43.986418,27.655413,39.171482
full_loose,100,0.169077,0.168805,48.179052,30.095317,40.286204,37.774552,30.161457,47.649425
full_loose,100,0.125012,0.165761,43.861902,34.388630,50.453302,42.109152,26.849310,34.214441
full_loose,100,0.141080,0.146666,36.954807,30.387971,43.807614,46.229467,32.357060,42.400459
full_loose,100,0.170933,0.140264,45.892870,28.235404,39.360787,38.894202,33.329474,48.795652
full_loose,100,0.079827,0.276195,55.490827,57.149473,68.771896,42.711751,11.445419,20.457468
full_loose,100,0.164821,0.153433,48.233666,32.441636,46.814014,39.309808,38.558263,43.429942
full_loose,100,0.134025,0.134721,38.772134,25.939591,43.870842,49.353335,32.868132,47.888341
full_loose,100,0.133613,0.154457,41.563171,31.876242,42.678609,45.467482,28.890440,37.689886
full_loose,100,0.165843,0.152028,42.666772,38.585525,39.761029,35.575908,27.668908,44.297389
full_loose,100,0.150065,0.172726,47.401784,36.209528,47.774706,37.399578,26.476188,36.725658
full_loose,100,0.159447,0.158703,43.134389,29.043712,38.833881,43.052386,30.388264,45.538912
full_loose,100,0.154256,0.170102,46.043861,36.361548,39.516183,41.635227,26.524823,42.214107
full_loose,100,0.146279,0.173914,46.590488,31.829607,41.928453,37.627112,26.922923,40.694143
full_loose,100,0.141259,0.156242,38.022453,28.353910,42.376976,41.760381,24.718602,36.042927
full_loose,100,0.121540,0.144749,35.336210,29.762783,42.414771,46.960443,34.743292,35.528123
full_loose,100,0.171334,0.150133,44.941668,33.402451,38.290004,37.783510,33.766115,44.607433
full_loose,100,0.164282,0.173100,51.042759,36.024506,42.963733,38.599837,26.501600,44.579952
full_loose,100,0.170186,0.163454,45.548517,33.062871,41.561797,39.793338,24.530383,46.689492
full_loose,100,0.125943,0.142238,39.395404,24.900820,48.581449,53.685173,34.922669,44.654445
full_loose,100,0.137899,0.172318,44.396611,29.563924,41.783659,42.034823,23.874927,34.842913
full_loose,100,0.123224,0.141597,37.353056,30.668034,40.940549,46.126078,36.659678,36.911697
full_loose,100,0.154139,0.173133,48.970314,33.182215,46.914486,41.955071,27.610828,42.654455
full_loose,100,0.165641,0.152400,41.561912,33.981021,38.075917,40.697656,30.460080,45.827768
full_loose,100,0.158829,0.146592,44.238506,26.840079,36.653501,44.312804,31.289883,47.611713
full_loose,100,0.168155,0.164697,46.940805,28.923476,45.092305,36.672404,28.329102,41.223853
full_loose,100,0.155400,0.155528,48.904753,28.494602,41.460293,41.203320,25.638079,43.428066
full_loose,100,0.158919,0.161731,50.184212,30.924025,44.109089,31.259774,27.594410,41.190821
full_loose,100,0.157341,0.149132,40.901874,33.106947,40.297023,40.994783,29.077631,37.846376
full_loose,100,0.203586,0.180624,51.036481,40.564349,34.619328,28.390647,24.971027,52.431568
full_loose,100,0.133576,0.135025,40.292280,25.532537,46.775513,44.645798,36.185401,38.377711
full_loose,100,0.140758,0.142326,43.254514,27.306746,39.629678,44.167805,32.420960,40.788167
full_loose,100,0.173357,0.148043,47.255454,28.225920,40.825378,40.888940,30.565476,44.781554
full_loose,100,0.172665,0.164074,48.092189,34.777131,47.723030,40.068825,30.488557,53.215137
full_loose,100,0.176849,0.145661,47.370464,31.076928,40.260889,36.463174,29.999645,45.426579
full_loose,100,0.154756,0.165999,47.332308,32.690914,44.528854,42.785566,29.406512,40.456575
full_loose,100,0.021296,0.067921,12.226210,32.511084,59.693819,67.717211,52.136161,47.107434
full_loose,100,0.134094,0.134474,40.317773,29.812687,43.563929,48.627342,33.450031,40.583512
full_loose,100,0.130268,0.160834,40.610628,32.464945,46.661923,38.241330,26.919116,38.293172
full_loose,100,0.134615,0.163745,41.550966,32.152659,48.010442,39.619930,22.540130,37.263117
full_loose,100,0.172051,0.139833,46.634129,33.374911,40.253815,36.594895,31.638399,47.782614
full_loose,100,0.158136,0.161085,45.679419,33.876004,40.178436,39.905113,29.091561,44.574247
full_loose,100,0.179682,0.149453,44.325506,29.438987,30.261829,36.679475,29.115727,43.824044
full_loose,100,0.143187,0.156469,42.916157,31.155636,37.527223,43.163144,25.953536,42.005072
full_loose,100,0.133773,0.128023,33.186935,25.899508,41.113043,48.745471,34.922235,42.810300
full_loose,100,0.172655,0.145369,40.531739,24.993072,36.900061,40.038923,29.431651,48.230995
full_loose,100,0.163883,0.155256,44.311934,28.280078,40.460865,40.416018,30.056292,49.365445
full_loose,100,0.172922,0.137930,42.232128,27.743985,38.787587,41.119684,31.234666,42.752095
full_loose,100,0.142060,0.146396,39.265955,26.101163,37.890783,41.676195,27.620505,43.596381
full_loose,100,0.142539,0.124676,39.677462,22.268186,39.388074,41.555985,33.613511,46.387972
full_loose,100,0.163640,0.168573,49.461925,31.685568,46.519528,33.330230,22.683769,44.105712
full_loose,100,0.140235,0.147921,45.779278,31.128876,43.424545,37.529233,24.411105,41.761616
full_loose,100,0.146089,0.142499,39.741564,25.193054,42.146310,44.388541,34.343125,43.374281
full_loose,100,0.124981,0.157057,43.828420,31.831357,46.685248,48.387856,26.087963,46.418616
full_loose,100,0.159128,0.163429,46.746183,33.879131,44.727968,44.872581,29.752758,37.124522
full_loose,100,0.151045,0.178272,50.941716,34.632229,46.783617,34.635799,25.925198,36.844049
full_loose,100,0.165972,0.129246,42.372463,25.193447,43.013623,49.361294,34.439518,47.817106
full_loose,100,0.174482,0.155387,45.608228,34.778756,38.963183,37.033660,32.269918,43.709178
full_loose,100,0.145952,0.134691,39.607665,22.206446,43.038033,51.014496,35.235367,48.489436
full_loose,100,0.185241,0.118727,41.466346,25.478322,30.195235,42.225714,39.249980,52.141365
full_loose,100,0.260313,0.218828,63.776378,45.067058,40.336117,19.545231,33.583493,58.622373
full_loose,100,0.175259,0.149903,40.436592,34.666522,41.812364,34.397036,29.531875,49.436294
full_loose,100,0.179180,0.151373,48.563598,26.904658,40.567917,31.895499,29.624403,49.973648
full_loose,100,0.154814,0.157696,44.252637,30.057139,45.538644,43.583539,32.407135,44.678984
full_loose,100,0.142140,0.134776,42.419801,29.199779,42.310200,45.971373,32.370343,39.953073
full_loose,100,0.163513,0.155349,42.242708,30.341099,42.082379,44.098143,28.930736,46.672888
full_loose,100,0.134102,0.139941,42.002269,27.473783,45.191601,45.374094,36.135816,43.669957
full_loose,100,0.139586,0.126343,34.083195,25.838908,45.783192,46.738181,36.136905,46.198110
full_loose,100,0.132429,0.139134,35.306608,29.579942,39.379195,44.580848,35.591738,42.742932
full_loose,100,0.134992,0.166983,42.031314,34.870619,46.771147,42.426900,28.742621,35.721148
full_loose,100,0.144532,0.134099,39.552965,25.905321,36.305584,42.711042,37.902804,45.159839
full_loose,100,0.140645,0.143703,36.244502,24.180379,42.579454,49.325526,30.755054,45.973280
full_loose,100,0.154077,0.164954,46.199791,34.414598,40.039758,42.577359,26.016738,43.565955
full_loose,100,0.124344,0.139253,34.895344,28.850450,45.887364,47.159131,33.769958,39.846184
full_loose,100,0.167164,0.134265,40.934414,31.887989,40.921259,40.197319,35.029586,44.851350
full_loose,100,0.140795,0.134017,35.322019,29.968020,36.508350,48.779113,32.489411,42.896232
full_loose,100,0.123755,0.154701,40.851284,33.125899,44.422916,47.836521,29.870170,34.403562
full_loose,100,0.146689,0.156859,42.442584,35.522633,48.897376,44.101406,25.064822,42.462982
full_loose,100,0.162968,0.157767,47.917369,33.836969,44.148735,40.590629,28.347328,41.436340
